Listening on 0.0.0.0:10001...
DEBUG: socketSocket.fd = 3
⭕ The root node has connected
⭕ nNodes: 2
⭕ NodeIndex: 1
⭕ Socket[0]: accepted root node
⭕ Worker[1]: expecting 0 peer workers
⭕ Worker[1]: config received, sending initial ACK to root
💿 Loaded        block_matmul_w1   5,         4608 kB
💿 Loaded        block_matmul_w2   5,         4608 kB
💿 Loaded        block_matmul_w3   5,         4608 kB
💿 Loaded           block_norm_0   5,            8 kB
💿 Loaded           block_norm_1   5,            8 kB
💿 Loaded         block_matmul_q   6,         1152 kB
💿 Loaded         block_matmul_k   6,          288 kB
💿 Loaded         block_matmul_v   6,          288 kB
💿 Loaded        block_matmul_wo   6,         1152 kB
💿 Loaded        block_matmul_w1   6,         4608 kB
💿 Loaded        block_matmul_w2   6,         4608 kB
💿 Loaded        block_matmul_w3   6,         4608 kB
💿 Loaded           block_norm_0   6,            8 kB
💿 Loaded           block_norm_1   6,            8 kB
💿 Loaded         block_matmul_q   7,         1152 kB
💿 Loaded         block_matmul_k   7,          288 kB
💿 Loaded         block_matmul_v   7,          288 kB
💿 Loaded        block_matmul_wo   7,         1152 kB
💿 Loaded        block_matmul_w1   7,         4608 kB
💿 Loaded        block_matmul_w2   7,         4608 kB
💿 Loaded        block_matmul_w3   7,         4608 kB
💿 Loaded           block_norm_0   7,            8 kB
💿 Loaded           block_norm_1   7,            8 kB
💿 Loaded         block_matmul_q   8,         1152 kB
💿 Loaded         block_matmul_k   8,          288 kB
💿 Loaded         block_matmul_v   8,          288 kB
💿 Loaded        block_matmul_wo   8,         1152 kB
💿 Loaded        block_matmul_w1   8,         4608 kB
💿 Loaded        block_matmul_w2   8,         4608 kB
💿 Loaded        block_matmul_w3   8,         4608 kB
💿 Loaded           block_norm_0   8,            8 kB
💿 Loaded           block_norm_1   8,            8 kB
💿 Loaded         block_matmul_q   9,         1152 kB
💿 Loaded         block_matmul_k   9,          288 kB
💿 Loaded         block_matmul_v   9,          288 kB
💿 Loaded        block_matmul_wo   9,         1152 kB
💿 Loaded        block_matmul_w1   9,         4608 kB
💿 Loaded        block_matmul_w2   9,         4608 kB
💿 Loaded        block_matmul_w3   9,         4608 kB
💿 Loaded           block_norm_0   9,            8 kB
💿 Loaded           block_norm_1   9,            8 kB
💿 Loaded         block_matmul_q  10,         1152 kB
💿 Loaded         block_matmul_k  10,          288 kB
💿 Loaded         block_matmul_v  10,          288 kB
💿 Loaded        block_matmul_wo  10,         1152 kB
💿 Loaded        block_matmul_w1  10,         4608 kB
💿 Loaded        block_matmul_w2  10,         4608 kB
💿 Loaded        block_matmul_w3  10,         4608 kB
💿 Loaded           block_norm_0  10,            8 kB
💿 Loaded           block_norm_1  10,            8 kB
💿 Loaded         block_matmul_q  11,         1152 kB
💿 Loaded         block_matmul_k  11,          288 kB
💿 Loaded         block_matmul_v  11,          288 kB
💿 Loaded        block_matmul_wo  11,         1152 kB
💿 Loaded        block_matmul_w1  11,         4608 kB
💿 Loaded        block_matmul_w2  11,         4608 kB
💿 Loaded        block_matmul_w3  11,         4608 kB
💿 Loaded           block_norm_0  11,            8 kB
💿 Loaded           block_norm_1  11,            8 kB
💿 Loaded         block_matmul_q  12,         1152 kB
💿 Loaded         block_matmul_k  12,          288 kB
💿 Loaded         block_matmul_v  12,          288 kB
💿 Loaded        block_matmul_wo  12,         1152 kB
💿 Loaded        block_matmul_w1  12,         4608 kB
💿 Loaded        block_matmul_w2  12,         4608 kB
💿 Loaded        block_matmul_w3  12,         4608 kB
💿 Loaded           block_norm_0  12,            8 kB
💿 Loaded           block_norm_1  12,            8 kB
💿 Loaded         block_matmul_q  13,         1152 kB
💿 Loaded         block_matmul_k  13,          288 kB
💿 Loaded         block_matmul_v  13,          288 kB
💿 Loaded        block_matmul_wo  13,         1152 kB
💿 Loaded        block_matmul_w1  13,         4608 kB
💿 Loaded        block_matmul_w2  13,         4608 kB
💿 Loaded        block_matmul_w3  13,         4608 kB
💿 Loaded           block_norm_0  13,            8 kB
💿 Loaded           block_norm_1  13,            8 kB
💿 Loaded         block_matmul_q  14,         1152 kB
💿 Loaded         block_matmul_k  14,          288 kB
💿 Loaded         block_matmul_v  14,          288 kB
💿 Loaded        block_matmul_wo  14,         1152 kB
💿 Loaded        block_matmul_w1  14,         4608 kB
💿 Loaded        block_matmul_w2  14,         4608 kB
💿 Loaded        block_matmul_w3  14,         4608 kB
💿 Loaded           block_norm_0  14,            8 kB
💿 Loaded           block_norm_1  14,            8 kB
💿 Loaded         block_matmul_q  15,         1152 kB
💿 Loaded         block_matmul_k  15,          288 kB
💿 Loaded         block_matmul_v  15,          288 kB
💿 Loaded        block_matmul_wo  15,         1152 kB
�
